Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Date,Time,Payment,rating
556-86-3144,C,Astral Bay,Member,Female,Fashion accessories,74.29,1,2020-10-27,14:34,Cash,8
848-24-9445,C,Arcanburg,Member,Male,Health and beauty,43.7,5,2020-11-28,17:55,Cash,8
856-22-8149,A,Eldoria,Normal,Female,Home and lifestyle,25.29,1,2020-12-22,19:21,Ewallet,6
699-01-4164,C,Arcanburg,Normal,Male,Health and beauty,41.5,2,2020-09-30,18:51,Credit card,7
420-11-4919,C,Astral Bay,Member,Female,Food and beverages,71.39,5,2020-09-14,14:13,Credit card,9
606-80-4905,C,Astral Bay,Member,Female,Sports and travel,19.15,6,2020-10-26,17:02,Credit card,9
542-41-0513,B,Zephyropolis,Member,Male,Electronic accessories,57.49,3,2020-09-08,10:42,Cash,9
426-39-2418,C,Astral Bay,Normal,Male,Electronic accessories,61.41,3,2020-03-30,12:09,Cash,9
875-46-5808,B,Quixoton,Member,Male,Health and beauty,25.9,7,2020-09-03,13:03,Ewallet,10
394-43-4238,B,Serenora,Member,Male,Home and lifestyle,17.77,5,2020-05-05,15:37,Credit card,8
749-24-1565,A,Celestria,Normal,Female,Health and beauty,23.03,4,2020-09-09,12:24,Ewallet,7
672-51-8681,C,Nebulora Junction,Member,Female,Electronic accessories,66.65,6,2020-06-25,13:03,Credit card,10
263-87-5680,C,Astral Bay,Member,Female,Home and lifestyle,28.53,7,2020-12-18,16:01,Ewallet,10
573-58-9734,B,Aetherhaven,Normal,Female,Fashion accessories,30.37,1,2020-12-28,17:57,Ewallet,5
817-69-8206,B,Serenora,Normal,Male,Electronic accessories,99.73,7,2020-12-06,17:06,Credit card,6
888-02-0338,A,Celestria,Normal,Female,Electronic accessories,26.23,4,2020-08-31,12:02,Ewallet,6
677-11-0152,C,Nebulora Junction,Normal,Female,Food and beverages,93.26,5,2020-03-20,11:14,Cash,8
142-63-6033,B,Chromewood,Normal,Female,Home and lifestyle,92.36,1,2020-09-02,12:26,Ewallet,5
656-16-1063,B,Aetherhaven,Normal,Male,Sports and travel,46.42,1,2020-03-10,10:10,Credit card,4
891-58-8335,B,Quixoton,Member,Female,Sports and travel,29.61,3,2020-04-29,14:39,Cash,9
802-43-8934,A,Celestria,Normal,Male,Home and lifestyle,18.28,1,2020-04-03,14:11,Credit card,7
560-30-5617,B,Aetherhaven,Normal,Female,Sports and travel,24.77,4,2020-02-27,19:32,Cash,8
319-74-2561,A,Eldoria,Member,Female,Electronic accessories,94.64,2,2020-04-23,17:41,Cash,9
549-03-9315,B,Chromewood,Normal,Female,Fashion accessories,94.87,5,2020-09-08,19:44,Ewallet,8
790-29-1172,B,Zephyropolis,Normal,Female,Food and beverages,57.34,4,2020-12-12,17:10,Credit card,7
239-36-3640,B,Aetherhaven,Normal,Male,Electronic accessories,45.35,7,2020-12-19,12:25,Ewallet,6
468-01-2051,B,Zephyropolis,Normal,Male,Food and beverages,62.08,1,2020-02-11,12:33,Cash,5
389-25-3394,C,Arcanburg,Normal,Male,Electronic accessories,11.81,4,2020-04-17,11:44,Cash,8
279-62-1445,C,Nebulora Junction,Member,Female,Fashion accessories,12.54,1,2020-11-24,18:56,Cash,10
213-72-6612,A,Eldoria,Normal,Male,Food and beverages,43.25,3,2020-12-19,18:05,Cash,6
746-68-6593,C,Nebulora Junction,Member,Female,Sports and travel,87.16,3,2020-02-24,16:20,Credit card,10
836-82-5858,B,Serenora,Member,Male,Health and beauty,69.37,7,2020-09-06,18:06,Ewallet,7
583-72-1480,C,Arcanburg,Member,Male,Electronic accessories,37.06,4,2020-04-20,13:49,Ewallet,10
466-61-5506,B,Aetherhaven,Member,Female,Electronic accessories,90.7,5,2020-06-19,17:57,Cash,8
721-86-6247,A,Eldoria,Normal,Female,Home and lifestyle,63.42,6,2020-12-06,11:23,Ewallet,6
289-65-5721,B,Zephyropolis,Normal,Female,Fashion accessories,81.37,1,2020-09-29,15:02,Cash,6
545-46-3100,B,Quixoton,Member,Female,Electronic accessories,10.59,3,2020-04-10,16:24,Credit card,10
418-02-5978,B,Serenora,Normal,Female,Health and beauty,84.09,6,2020-07-26,19:11,Cash,7
269-04-5750,B,Serenora,Member,Female,Fashion accessories,73.82,3,2020-10-22,14:10,Cash,9
157-13-5295,A,Celestria,Member,Male,Health and beauty,51.94,7,2020-07-23,20:29,Ewallet,9
645-78-8093,A,Celestria,Normal,Female,Sports and travel,93.14,1,2020-02-10,13:28,Ewallet,4
211-30-9270,C,Astral Bay,Normal,Male,Health and beauty,17.41,1,2020-04-17,15:58,Credit card,5
755-12-3214,C,Nebulora Junction,Member,Female,Fashion accessories,44.22,5,2020-06-04,14:05,Credit card,10
346-84-3103,B,Serenora,Member,Female,Electronic accessories,13.22,2,2020-09-10,19:06,Cash,7
478-06-7835,A,Novaville,Normal,Male,Fashion accessories,89.69,1,2020-07-11,15:35,Ewallet,5
540-11-4336,A,Eldoria,Normal,Male,Food and beverages,24.94,7,2020-12-12,20:24,Credit card,6
448-81-5016,A,Celestria,Normal,Male,Health and beauty,59.77,4,2020-07-05,18:29,Credit card,6
142-72-4741,C,Astral Bay,Member,Male,Fashion accessories,93.2,3,2020-01-02,10:31,Credit card,9
217-58-1179,A,Veridian Springs,Member,Male,Home and lifestyle,62.65,1,2020-08-17,17:07,Cash,7
376-02-8238,B,Chromewood,Normal,Female,Home and lifestyle,93.87,3,2020-05-05,18:11,Credit card,7
530-90-9855,A,Celestria,Member,Male,Home and lifestyle,47.59,4,2020-09-16,15:24,Cash,9
866-05-7563,B,Aetherhaven,Member,Female,Electronic accessories,81.4,2,2020-12-04,11:13,Cash,8
604-70-6476,A,Celestria,Member,Female,Fashion accessories,17.94,8,2020-11-01,20:39,Ewallet,9
799-71-1548,A,Veridian Springs,Member,Male,Electronic accessories,77.72,3,2020-01-09,10:18,Cash,10
785-13-7708,B,Serenora,Normal,Male,Food and beverages,73.06,3,2020-08-09,18:16,Credit card,4
845-51-0542,B,Aetherhaven,Member,Male,Food and beverages,46.55,6,2020-07-09,12:23,Ewallet,9
662-47-5456,C,Astral Bay,Member,Female,Fashion accessories,35.19,7,2020-09-11,20:00,Credit card,10
883-17-4236,C,Arcanburg,Normal,Female,Sports and travel,14.39,1,2020-09-11,14:49,Credit card,6
290-68-2984,A,Veridian Springs,Normal,Female,Home and lifestyle,23.75,1,2020-07-01,18:03,Cash,5
704-11-6354,A,Eldoria,Member,Male,Home and lifestyle,58.9,7,2020-04-04,11:57,Cash,10
110-48-7033,B,Aetherhaven,Member,Male,Fashion accessories,32.62,3,2020-12-17,11:17,Cash,10
366-93-0948,A,Novaville,Member,Male,Electronic accessories,66.35,5,2020-01-12,15:42,Credit card,10
729-09-9681,A,Eldoria,Member,Male,Home and lifestyle,25.91,6,2020-09-08,15:08,Ewallet,10
151-16-1484,A,Eldoria,Member,Male,Electronic accessories,32.25,4,2020-04-03,16:36,Ewallet,9
380-94-4661,C,Nebulora Junction,Member,Male,Electronic accessories,65.94,3,2020-02-26,11:16,Cash,9
850-41-9669,A,Veridian Springs,Normal,Male,Electronic accessories,75.06,3,2020-05-05,20:46,Cash,6
821-07-3596,C,Arcanburg,Normal,Female,Fashion accessories,16.45,2,2020-09-17,20:42,Ewallet,6
655-85-5130,B,Serenora,Member,Female,Fashion accessories,38.3,3,2020-04-29,12:58,Cash,9
447-15-7839,A,Eldoria,Member,Female,Sports and travel,22.24,4,2020-09-01,10:25,Cash,7
154-74-7179,B,Serenora,Normal,Male,Sports and travel,54.45,1,2020-03-03,15:06,Ewallet,7
253-12-6086,A,Veridian Springs,Member,Female,Sports and travel,98.4,4,2020-09-25,16:58,Credit card,10
808-65-0703,C,Astral Bay,Normal,Male,Home and lifestyle,35.47,2,2020-02-26,19:13,Credit card,6
571-94-0759,B,Chromewood,Member,Female,Food and beverages,74.6,9,2020-11-21,17:44,Cash,10
144-51-6085,A,Veridian Springs,Member,Male,Home and lifestyle,70.74,4,2020-11-01,16:30,Cash,7
731-14-2199,A,Eldoria,Member,Female,Home and lifestyle,35.54,7,2020-04-01,14:16,Ewallet,9
783-09-1637,B,Quixoton,Normal,Female,Sports and travel,67.43,3,2020-04-27,16:32,Ewallet,6
687-15-1097,C,Astral Bay,Member,Female,Health and beauty,21.12,5,2020-06-27,19:21,Cash,10
126-54-1082,A,Celestria,Member,Female,Home and lifestyle,21.54,6,2020-11-06,20:35,Credit card,10
633-91-1052,A,Eldoria,Normal,Female,Home and lifestyle,12.03,1,2020-12-28,13:02,Cash,5
477-24-6490,B,Serenora,Normal,Female,Health and beauty,99.71,7,2020-04-19,16:39,Ewallet,7
566-19-5475,B,Quixoton,Normal,Male,Fashion accessories,47.97,4,2020-04-19,14:59,Cash,6
526-86-8552,C,Astral Bay,Member,Female,Home and lifestyle,21.82,6,2020-05-07,20:13,Cash,9
376-56-3573,C,Arcanburg,Normal,Female,Fashion accessories,95.42,5,2020-09-12,13:22,Ewallet,6
537-72-0426,C,Nebulora Junction,Member,Male,Fashion accessories,70.99,6,2020-05-11,11:10,Cash,9
828-61-5674,A,Veridian Springs,Member,Male,Sports and travel,44.02,6,2020-09-14,11:19,Cash,10
136-08-6195,A,Eldoria,Normal,Female,Home and lifestyle,69.96,3,2020-09-21,18:27,Credit card,6
523-38-0215,C,Arcanburg,Normal,Male,Home and lifestyle,37,3,2020-12-19,16:35,Credit card,7
490-29-1201,A,Eldoria,Normal,Female,Sports and travel,15.34,1,2020-04-07,12:58,Cash,6
667-92-0055,A,Eldoria,Member,Male,Health and beauty,99.83,9,2020-09-05,13:42,Ewallet,10
565-17-3836,A,Celestria,Member,Female,Health and beauty,47.67,6,2020-04-05,20:21,Cash,10
498-41-1961,B,Serenora,Normal,Male,Health and beauty,66.68,5,2020-11-14,19:36,Cash,7
593-95-4461,C,Nebulora Junction,Member,Male,Home and lifestyle,74.86,1,2020-10-29,17:11,Cash,9
226-71-3580,C,Arcanburg,Normal,Female,Sports and travel,23.75,8,2020-08-29,19:11,Cash,9
283-79-9594,B,Chromewood,Normal,Female,Food and beverages,48.51,1,2020-12-18,18:34,Credit card,5
430-60-3493,A,Eldoria,Member,Female,Home and lifestyle,94.88,1,2020-04-14,14:19,Cash,7
139-20-0155,B,Serenora,Member,Male,Electronic accessories,40.3,10,2020-08-23,17:49,Credit card,9
558-80-4082,C,Astral Bay,Normal,Male,Electronic accessories,27.85,2,2020-06-15,12:33,Ewallet,6
278-97-7759,A,Veridian Springs,Member,Male,Electronic accessories,62.48,4,2020-02-09,19:11,Cash,8
316-68-6352,A,Eldoria,Member,Female,Food and beverages,36.36,5,2020-09-26,17:24,Cash,9
585-03-5943,B,Aetherhaven,Normal,Male,Health and beauty,18.11,5,2020-12-08,14:12,Ewallet,6
211-05-0490,C,Nebulora Junction,Member,Female,Electronic accessories,51.92,4,2020-01-10,10:15,Cash,10
727-75-6477,C,Nebulora Junction,Normal,Male,Electronic accessories,28.84,4,2020-02-08,20:22,Cash,6
744-02-5987,A,Novaville,Member,Male,Home and lifestyle,78.38,6,2020-01-07,12:29,Ewallet,9
307-83-9164,A,Celestria,Member,Male,Home and lifestyle,60.01,3,2020-08-13,12:06,Cash,8
779-06-0012,C,Arcanburg,Member,Female,Home and lifestyle,88.61,1,2020-04-16,19:14,Cash,10
446-47-6729,C,Astral Bay,Normal,Female,Fashion accessories,99.82,1,2020-04-10,20:04,Credit card,6
573-10-3877,B,Serenora,Member,Male,Health and beauty,39.01,2,2020-07-13,16:54,Credit card,8
735-06-4124,C,Arcanburg,Normal,Male,Food and beverages,48.61,1,2020-12-07,18:08,Cash,4
439-54-7422,A,Veridian Springs,Normal,Male,Electronic accessories,51.19,1,2020-09-02,19:09,Cash,5
396-90-2219,B,Quixoton,Normal,Female,Electronic accessories,14.96,4,2020-09-11,11:48,Cash,8
411-77-0180,A,Eldoria,Member,Male,Electronic accessories,72.2,2,2020-12-07,20:21,Ewallet,7
286-01-5402,A,Novaville,Normal,Female,Sports and travel,40.23,3,2020-12-29,11:19,Cash,9
803-17-8013,A,Veridian Springs,Member,Female,Home and lifestyle,88.79,5,2020-10-04,17:41,Cash,7
512-98-1403,A,Veridian Springs,Member,Male,Electronic accessories,26.48,5,2020-04-11,20:05,Cash,8
848-42-2560,A,Celestria,Normal,Female,Fashion accessories,81.91,1,2020-03-31,17:39,Cash,7
532-59-7201,B,Zephyropolis,Member,Male,Sports and travel,79.93,8,2020-12-20,16:58,Cash,9
181-94-6432,C,Nebulora Junction,Member,Female,Fashion accessories,69.33,3,2020-12-18,13:20,Ewallet,10
870-76-1733,A,Eldoria,Member,Female,Food and beverages,14.23,3,2020-12-28,20:23,Credit card,7
423-64-4619,A,Celestria,Member,Female,Health and beauty,15.55,5,2020-03-25,19:52,Cash,8
227-07-4446,C,Astral Bay,Member,Female,Electronic accessories,78.13,4,2020-01-17,15:10,Cash,7
174-36-3675,C,Nebulora Junction,Member,Female,Food and beverages,99.37,2,2020-06-17,17:52,Cash,8
428-83-5800,C,Arcanburg,Member,Female,Food and beverages,21.08,2,2020-12-07,17:01,Cash,9
603-07-0961,C,Astral Bay,Member,Male,Electronic accessories,74.79,4,2020-06-04,15:44,Cash,8
704-20-4138,C,Astral Bay,Member,Female,Health and beauty,29.67,4,2020-12-08,19:52,Credit card,10
787-15-1757,C,Arcanburg,Member,Male,Health and beauty,44.07,4,2020-04-23,13:35,Ewallet,10
649-11-3678,C,Arcanburg,Normal,Female,Food and beverages,22.93,3,2020-04-27,12:36,Cash,6
622-20-1945,C,Astral Bay,Normal,Female,Health and beauty,39.42,1,2020-03-03,12:40,Cash,7
372-94-8041,A,Eldoria,Normal,Male,Health and beauty,15.26,9,2020-04-26,13:24,Ewallet,9
563-91-7120,A,Celestria,Normal,Female,Fashion accessories,61.77,5,2020-06-27,19:05,Cash,6
746-54-5508,A,Eldoria,Normal,Male,Home and lifestyle,21.52,6,2020-04-09,18:25,Credit card,8
276-54-0879,B,Serenora,Normal,Male,Sports and travel,97.74,1,2020-08-13,17:35,Cash,6
815-11-1168,A,Novaville,Member,Male,Food and beverages,99.78,7,2020-02-29,17:18,Cash,8
719-76-3868,C,Astral Bay,Member,Female,Food and beverages,94.26,6,2020-03-29,15:39,Cash,10
730-61-8757,B,Serenora,Member,Male,Health and beauty,51.13,5,2020-02-29,18:03,Credit card,7
340-66-0321,A,Eldoria,Member,Male,Electronic accessories,36.36,6,2020-09-26,18:45,Cash,10
868-81-1752,B,Chromewood,Normal,Male,Home and lifestyle,22.02,3,2020-07-16,17:43,Cash,6
634-97-8956,A,Novaville,Normal,Male,Food and beverages,32.9,3,2020-09-07,18:12,Credit card,8
566-71-1091,A,Novaville,Normal,Female,Fashion accessories,77.02,2,2020-10-29,19:37,Cash,6
442-48-3607,A,Novaville,Member,Male,Food and beverages,23.48,3,2020-02-20,20:05,Credit card,10
835-16-0096,C,Arcanburg,Member,Male,Sports and travel,14.7,5,2020-04-16,19:40,Ewallet,10
527-09-6272,A,Eldoria,Member,Female,Electronic accessories,28.45,5,2020-12-14,20:54,Credit card,10
898-04-2717,A,Eldoria,Normal,Male,Fashion accessories,76.4,4,2020-09-28,17:19,Ewallet,7
692-27-8933,B,Aetherhaven,Normal,Female,Sports and travel,57.95,1,2020-04-22,19:37,Cash,5
633-09-3463,C,Arcanburg,Normal,Female,Electronic accessories,47.65,3,2020-09-30,14:12,Credit card,9
374-17-3652,B,Aetherhaven,Member,Female,Food and beverages,42.82,9,2020-12-20,18:14,Credit card,10
378-07-7001,B,Serenora,Member,Male,Electronic accessories,48.09,3,2020-05-06,19:42,Credit card,10
433-75-6987,B,Aetherhaven,Member,Female,Health and beauty,55.97,7,2020-06-14,15:42,Ewallet,10
873-95-4984,B,Serenora,Member,Female,Health and beauty,76.9,3,2020-08-07,18:38,Cash,10
416-13-5917,C,Astral Bay,Normal,Female,Food and beverages,97.03,5,2020-03-05,20:02,Ewallet,8
150-89-8043,A,Novaville,Normal,Male,Sports and travel,44.65,3,2020-11-15,18:26,Cash,6
135-84-8019,A,Eldoria,Normal,Female,Fashion accessories,77.93,7,2020-09-13,17:32,Ewallet,7
441-94-7118,A,Eldoria,Member,Male,Electronic accessories,71.95,1,2020-09-22,11:38,Cash,9
725-96-3778,C,Arcanburg,Member,Female,Home and lifestyle,89.25,4,2020-04-15,13:15,Cash,8
531-80-1784,A,Eldoria,Normal,Male,Electronic accessories,26.02,1,2020-12-07,13:54,Cash,5
400-45-1220,B,Aetherhaven,Normal,Female,Health and beauty,13.5,6,2020-12-27,11:10,Credit card,5
860-79-0874,C,Nebulora Junction,Member,Female,Fashion accessories,99.3,7,2020-10-08,16:31,Credit card,9
834-61-8124,A,Eldoria,Normal,Male,Electronic accessories,51.69,1,2020-12-03,14:01,Cash,6
115-99-4379,B,Quixoton,Member,Female,Fashion accessories,54.73,4,2020-09-16,13:08,Credit card,10
565-67-6697,B,Aetherhaven,Member,Male,Home and lifestyle,27,5,2020-12-25,20:08,Cash,8
320-49-6392,C,Astral Bay,Normal,Female,Electronic accessories,30.24,1,2020-10-16,11:07,Cash,7
889-04-9723,B,Aetherhaven,Member,Female,Food and beverages,89.14,4,2020-07-07,19:45,Credit card,10
632-90-0281,C,Astral Bay,Normal,Female,Fashion accessories,37.55,7,2020-01-24,14:50,Credit card,8
554-42-2417,C,Arcanburg,Normal,Female,Sports and travel,95.44,2,2020-09-03,13:53,Cash,5
453-63-6187,B,Zephyropolis,Normal,Male,Electronic accessories,27.5,1,2020-10-20,20:13,Cash,6
578-80-7669,B,Zephyropolis,Normal,Male,Sports and travel,74.97,1,2020-07-15,19:04,Cash,6
612-36-5536,A,Veridian Springs,Member,Male,Food and beverages,80.96,4,2020-10-30,19:41,Cash,9
605-72-4132,C,Astral Bay,Normal,Female,Food and beverages,94.47,4,2020-06-03,17:02,Cash,8
471-41-2823,C,Astral Bay,Normal,Male,Food and beverages,99.79,1,2020-08-17,15:43,Ewallet,7
462-67-9126,A,Novaville,Normal,Male,Home and lifestyle,73.22,6,2020-11-29,16:59,Cash,6
272-27-9238,C,Nebulora Junction,Normal,Female,Food and beverages,41.24,1,2020-05-25,11:54,Cash,6
834-25-9262,C,Nebulora Junction,Normal,Female,Fashion accessories,81.68,3,2020-11-30,11:17,Cash,8
122-61-9553,C,Arcanburg,Normal,Female,Electronic accessories,51.32,3,2020-02-18,17:32,Cash,6
468-88-0009,A,Celestria,Member,Male,Home and lifestyle,65.94,3,2020-01-27,14:57,Cash,9
613-59-9758,C,Astral Bay,Normal,Female,Sports and travel,14.36,2,2020-04-24,13:41,Cash,5
254-31-0042,A,Veridian Springs,Member,Male,Electronic accessories,21.5,8,2020-04-19,18:29,Cash,10
201-86-2184,B,Chromewood,Member,Female,Electronic accessories,26.26,3,2020-11-23,19:16,Cash,10
261-12-8671,B,Aetherhaven,Normal,Female,Fashion accessories,60.96,1,2020-11-20,19:48,Credit card,5
730-70-9830,C,Astral Bay,Normal,Female,Home and lifestyle,70.11,5,2020-08-29,20:07,Ewallet,5
382-25-8917,C,Astral Bay,Normal,Female,Fashion accessories,42.08,5,2020-06-10,12:49,Cash,8
422-29-8786,A,Novaville,Normal,Female,Home and lifestyle,67.09,5,2020-04-07,16:13,Credit card,8
667-23-5919,A,Celestria,Member,Female,Fashion accessories,96.7,5,2020-12-16,13:07,Ewallet,9
843-01-4703,B,Zephyropolis,Member,Female,Home and lifestyle,35.38,6,2020-01-22,17:03,Credit card,10
743-88-1662,C,Astral Bay,Normal,Male,Sports and travel,95.49,7,2020-12-06,19:04,Ewallet,8
595-86-2894,C,Astral Bay,Member,Female,Fashion accessories,96.98,4,2020-11-23,12:56,Ewallet,10
182-69-8360,B,Quixoton,Normal,Female,Electronic accessories,23.65,1,2020-09-01,16:12,Credit card,4
289-15-7034,A,Celestria,Member,Male,Sports and travel,82.33,4,2020-02-17,11:11,Credit card,10
462-78-5240,C,Astral Bay,Normal,Male,Electronic accessories,26.61,1,2020-08-27,13:40,Cash,4
868-52-7573,B,Quixoton,Normal,Female,Food and beverages,99.69,7,2020-09-20,16:44,Cash,9
153-58-4872,C,Astral Bay,Member,Female,Food and beverages,74.89,2,2020-09-10,11:57,Ewallet,7
662-72-2873,A,Eldoria,Normal,Female,Food and beverages,40.94,8,2020-09-06,13:26,Ewallet,9
525-88-7307,B,Aetherhaven,Member,Male,Sports and travel,75.82,1,2020-12-17,18:28,Cash,9
689-16-9784,C,Nebulora Junction,Normal,Male,Food and beverages,46.77,3,2020-01-29,18:23,Cash,6
725-56-0833,A,Celestria,Normal,Female,Health and beauty,32.32,7,2020-02-26,20:34,Credit card,9
394-41-0748,C,Astral Bay,Member,Female,Fashion accessories,54.07,9,2020-09-19,15:16,Ewallet,10
596-42-3999,B,Aetherhaven,Normal,Male,Food and beverages,18.22,5,2020-04-04,14:16,Credit card,6
541-89-9860,C,Astral Bay,Member,Female,Fashion accessories,80.48,5,2020-10-25,18:27,Cash,10
173-82-9529,B,Chromewood,Normal,Female,Fashion accessories,37.95,6,2020-02-14,16:30,Cash,9
563-36-9814,A,Eldoria,Member,Male,Electronic accessories,76.82,2,2020-12-18,19:06,Ewallet,9
308-47-4913,A,Celestria,Member,Female,Sports and travel,52.26,7,2020-05-20,17:56,Credit card,9
885-17-6250,A,Eldoria,Normal,Female,Health and beauty,79.74,1,2020-12-03,13:32,Ewallet,6
726-27-2396,A,Novaville,Normal,Female,Health and beauty,77.5,1,2020-12-31,14:26,Ewallet,4
316-01-3952,A,Celestria,Normal,Female,Food and beverages,54.27,1,2020-04-13,12:40,Ewallet,5
760-54-1821,B,Zephyropolis,Normal,Male,Home and lifestyle,13.59,6,2020-10-17,17:37,Cash,6
793-10-3222,B,Quixoton,Member,Female,Health and beauty,41.06,6,2020-04-02,19:12,Credit card,10
346-12-3257,B,Zephyropolis,Member,Male,Electronic accessories,19.24,8,2020-11-15,19:04,Cash,10
110-05-6330,C,Nebulora Junction,Normal,Female,Food and beverages,39.43,9,2020-01-05,17:22,Credit card,8
651-61-0874,C,Nebulora Junction,Normal,Male,Home and lifestyle,46.22,1,2020-07-24,11:31,Cash,6
236-86-3015,C,Astral Bay,Member,Male,Home and lifestyle,13.98,2,2020-03-02,16:24,Ewallet,10
831-64-0259,B,Serenora,Normal,Female,Fashion accessories,39.75,5,2020-06-04,15:36,Ewallet,9
587-03-7455,C,Nebulora Junction,Member,Female,Fashion accessories,97.79,4,2020-03-26,16:12,Ewallet,8
882-40-4577,A,Novaville,Member,Male,Sports and travel,67.26,4,2020-12-22,17:13,Credit card,10
732-67-5346,A,Celestria,Normal,Male,Food and beverages,13.79,3,2020-01-27,14:10,Credit card,7
725-32-9708,B,Serenora,Member,Female,Fashion accessories,68.71,4,2020-12-19,19:04,Cash,7
256-08-8343,A,Celestria,Normal,Female,Home and lifestyle,56.53,5,2020-12-12,16:14,Ewallet,6
372-26-1506,C,Astral Bay,Normal,Female,Fashion accessories,23.82,1,2020-04-29,13:52,Ewallet,5
244-08-0162,B,Serenora,Normal,Female,Health and beauty,34.21,2,2020-04-10,18:40,Cash,5
569-71-4390,B,Chromewood,Normal,Male,Sports and travel,21.87,4,2020-05-02,15:07,Ewallet,6
132-23-6451,A,Eldoria,Member,Male,Health and beauty,20.97,4,2020-09-04,14:59,Cash,10
696-90-2548,A,Eldoria,Normal,Male,Sports and travel,25.84,4,2020-09-26,19:48,Ewallet,6
472-15-9636,A,Eldoria,Normal,Male,Home and lifestyle,50.93,5,2020-09-16,16:07,Ewallet,8
268-03-6164,B,Chromewood,Normal,Male,Health and beauty,96.11,1,2020-07-02,18:59,Ewallet,7
750-57-9686,C,Arcanburg,Normal,Female,Home and lifestyle,45.38,7,2020-09-19,17:57,Credit card,8
186-09-3669,C,Arcanburg,Member,Female,Health and beauty,81.51,2,2020-12-14,19:43,Ewallet,10
848-07-1692,B,Serenora,Normal,Female,Health and beauty,57.22,4,2020-02-15,18:05,Ewallet,7
745-71-3520,A,Novaville,Member,Female,Electronic accessories,25.22,3,2020-03-18,20:17,Cash,10
266-76-6436,C,Arcanburg,Member,Female,Food and beverages,38.6,3,2020-04-15,15:56,Ewallet,10
740-22-2500,C,Nebulora Junction,Normal,Female,Electronic accessories,84.05,5,2020-03-07,15:47,Cash,9
271-88-8734,C,Arcanburg,Member,Female,Fashion accessories,97.21,7,2020-09-28,20:37,Credit card,10
301-81-8610,B,Zephyropolis,Member,Female,Fashion accessories,25.42,5,2020-06-24,10:14,Credit card,9
489-64-4354,C,Arcanburg,Normal,Male,Fashion accessories,16.28,0,2020-09-13,19:25,Cash,5
198-84-7132,B,Zephyropolis,Member,Female,Fashion accessories,40.61,5,2020-12-16,18:37,Cash,9
269-10-8440,A,Celestria,Member,Male,Health and beauty,53.17,6,2020-04-18,20:42,Cash,10
650-98-6268,B,Zephyropolis,Member,Female,Food and beverages,20.87,3,2020-04-08,14:17,Credit card,10
741-73-3559,B,Zephyropolis,Normal,Male,Sports and travel,67.27,2,2020-01-03,18:23,Cash,6
325-77-6186,A,Celestria,Member,Female,Home and lifestyle,90.65,7,2020-08-10,16:05,Ewallet,9
286-75-7818,B,Serenora,Normal,Male,Fashion accessories,69.08,4,2020-02-09,15:59,Credit card,6
574-57-9721,C,Astral Bay,Normal,Male,Food and beverages,43.27,1,2020-03-24,11:46,Ewallet,6
459-50-7686,A,Veridian Springs,Normal,Male,Electronic accessories,23.46,3,2020-12-16,10:35,Cash,6
616-87-0016,B,Serenora,Normal,Male,Fashion accessories,95.54,4,2020-01-31,18:14,Credit card,9
837-55-7229,B,Aetherhaven,Normal,Female,Fashion accessories,47.44,1,2020-12-02,11:01,Credit card,6
751-69-0068,C,Arcanburg,Normal,Male,Sports and travel,99.24,9,2020-06-06,18:12,Ewallet,8
257-73-1380,C,Arcanburg,Member,Male,Sports and travel,82.93,7,2020-04-05,14:35,Ewallet,10
345-08-4992,A,Novaville,Normal,Male,Home and lifestyle,33.99,7,2020-10-18,16:52,Credit card,7
549-96-4200,C,Astral Bay,Member,Female,Food and beverages,17.04,4,2020-06-10,16:53,Ewallet,9
810-60-6344,C,Arcanburg,Normal,Female,Electronic accessories,40.86,6,2020-04-12,10:49,Credit card,6
450-28-2866,C,Arcanburg,Member,Male,Food and beverages,17.44,7,2020-09-19,18:26,Cash,10
394-30-3170,B,Chromewood,Member,Female,Sports and travel,88.43,6,2020-05-31,16:36,Credit card,7
138-17-5109,A,Veridian Springs,Member,Female,Home and lifestyle,89.21,6,2020-06-05,15:35,Credit card,9
192-98-7397,C,Arcanburg,Normal,Female,Fashion accessories,12.78,5,2020-09-27,15:12,Ewallet,9
301-11-9629,A,Eldoria,Normal,Female,Sports and travel,19.1,3,2020-09-09,14:28,Cash,9
390-80-5128,B,Zephyropolis,Member,Female,Health and beauty,19.15,5,2020-07-04,17:54,Credit card,10
235-46-8343,C,Astral Bay,Member,Male,Food and beverages,27.66,10,2020-09-26,17:04,Credit card,10
453-12-7053,C,Nebulora Junction,Normal,Male,Fashion accessories,45.74,1,2020-10-05,11:46,Credit card,6
296-11-7041,B,Zephyropolis,Member,Female,Health and beauty,27.07,2,2020-04-16,12:58,Credit card,8
449-27-2918,B,Aetherhaven,Member,Female,Sports and travel,39.12,2,2020-04-24,17:07,Credit card,10
891-01-7034,B,Chromewood,Normal,Female,Electronic accessories,74.71,3,2020-12-02,10:39,Cash,6
744-09-5786,B,Chromewood,Normal,Male,Electronic accessories,22.01,6,2020-05-30,19:28,Cash,7
727-17-0390,A,Celestria,Normal,Female,Food and beverages,63.61,4,2020-01-26,20:50,Ewallet,5
568-88-3448,A,Celestria,Normal,Male,Health and beauty,25,1,2020-06-02,15:06,Ewallet,6
